group_id,event,ambiguousflag,track_id,filename,video,frame,datetime,tagid,mergethreshold,eventid,short_interruption,complex,comment,error,to_review,labelbee_valid
1074,U,,5154,5second/track_05154_5s.png,29_02_R_190808140000.cfr.mp4,23490,2019-08-08 14:19:35.300,2364,5s,2364__5154,,,,,,
1075,D,,6484,5second/track_06484_5s.png,29_02_R_190808140000.cfr.mp4,30191,2019-08-08 14:25:14.000,2364,5s,2364__6484,,,,,,
1076,DU,,8948,5second/track_08948_5s.png,29_02_R_190808140000.cfr.mp4,39646,2019-08-08 14:33:08.700,2364,5s,2364__8948,,,,,,
1077,D,,9015,5second/track_09015_5s.png,29_02_R_190808140000.cfr.mp4,39918,2019-08-08 14:33:19.150,2364,5s,2364__9015,,,,,,
1078,UD,,10546,5second/track_10546_5s.png,29_02_R_190808140000.cfr.mp4,46355,2019-08-08 14:38:41.650,2364,5s,2364__10546,,,,,,
1079,U,,10696,5second/track_10696_5s.png,29_02_R_190808140000.cfr.mp4,47150,2019-08-08 14:39:24.300,2364,5s,2364__10696,,,,,,
1080,D,,14358,5second/track_14358_5s.png,29_02_R_190808140000.cfr.mp4,62894,2019-08-08 14:52:29.300,2364,5s,2364__14358,,,,,,
1081,U,,16712,5second/track_16712_5s.png,29_02_R_190808140000.cfr.mp4,70978,2019-08-08 14:59:16.200,2364,5s,2364__16712,,,,,,
1082,D,,244,5second/track_00244_5s.png,30_02_R_190808150000.cfr.mp4,764,2019-08-08 15:00:57.700,2364,5s,2364__244,,,,,,
1083,D,,2797,5second/track_02797_5s.png,26_02_R_190808110000.cfr.mp4,10351,2019-08-08 11:08:42.900,2380,5s,2380__2797,,,,,,
1084,x,x,14256,5second/track_14256_5s.png,26_02_R_190808110000.cfr.mp4,59591,2019-08-08 11:49:42.000,2380,5s,2380__14256,,,stay_at_exit,,,
1085,U,,9765,5second/track_09765_5s.png,27_02_R_190808120000.cfr.mp4,36028,2019-08-08 12:30:02.900,2380,5s,2380__9765,,,,,,
1086,DU,,11629,5second/track_11629_5s.png,27_02_R_190808120000.cfr.mp4,42571,2019-08-08 12:35:34.750,2380,5s,2380__11629,,,,,,
1087,D,,11731,5second/track_11731_5s.png,27_02_R_190808120000.cfr.mp4,43096,2019-08-08 12:36:04.750,2380,5s,2380__11731,,,,,,
1088,D,,13700,5second/track_13700_5s.png,28_02_R_190808130000.cfr.mp4,58953,2019-08-08 13:49:10.100,2380,5s,2380__13700,,,,,,
1089,U,,11320,5second/track_11320_5s.png,29_02_R_190808140000.cfr.mp4,50222,2019-08-08 14:41:52.250,2380,5s,2380__11320,,,,,,
1090,D,,15661,5second/track_15661_5s.png,6_02_R_190807160000.cfr.mp4,61741,2019-08-07 16:51:30.600,2393,5s,2393__15661,,,,,,
1091,D,,11328,5second/track_11328_5s.png,30_02_R_190808150000.cfr.mp4,39974,2019-08-08 15:33:22.150,2393,5s,2393__11328,,,,,,
1092,U,,11836,5second/track_11836_5s.png,30_02_R_190808150000.cfr.mp4,41823,2019-08-08 15:34:52.200,2393,5s,2393__11836,,,,,,
1093,x,x,6785,5second/track_06785_5s.png,3_02_R_190807130000.cfr.mp4,46014,2019-08-07 13:38:21.250,2418,5s,2418__6785,,,stay_at_entrance,,,
1094,U,,11723,5second/track_11723_5s.png,1_02_R_190807110000.cfr.mp4,59959,2019-08-07 11:49:58.800,2428,5s,2428__11723,,,,,,
1095,D,,12889,5second/track_12889_5s.png,1_02_R_190807110000.cfr.mp4,66017,2019-08-07 11:55:02.750,2428,5s,2428__12889,,,disjointed,False,,True
1096,U,,4388,5second/track_04388_5s.png,3_02_R_190807130000.cfr.mp4,33879,2019-08-07 13:28:17.700,2428,5s,2428__4388,,,,,,
1097,D,,5302,5second/track_05302_5s.png,3_02_R_190807130000.cfr.mp4,38756,2019-08-07 13:32:19.050,2428,5s,2428__5302,,,,,,
1098,U,,2116,5second/track_02116_5s.png,5_02_R_190807150000.cfr.mp4,7801,2019-08-07 15:06:31.950,2428,5s,2428__2116,,,,,,
1099,D,,11497,5second/track_11497_5s.png,5_02_R_190807150000.cfr.mp4,48543,2019-08-07 15:40:28.500,2428,5s,2428__11497,,,,,,
1100,U,,4618,5second/track_04618_5s.png,6_02_R_190807160000.cfr.mp4,19515,2019-08-07 16:16:17.000,2428,5s,2428__4618,,,,,,
1101,U,,12196,5second/track_12196_5s.png,27_02_R_190808120000.cfr.mp4,44994,2019-08-08 12:37:33.400,2428,5s,2428__12196,,,,,,
1102,D,,12993,5second/track_12993_5s.png,27_02_R_190808120000.cfr.mp4,48300,2019-08-08 12:40:15.550,2428,5s,2428__12993,,,,,,
1103,D,,15409,5second/track_15409_5s.png,4_02_R_190807140000.cfr.mp4,71839,2019-08-07 14:59:53.800,2439,5s,2439__15409,,,,,,
1104,D,,11007,5second/track_11007_5s.png,27_02_R_190808120000.cfr.mp4,40335,2019-08-08 12:33:55.150,2445,5s,2445__11007,,,,,,
1105,D,,17297,5second/track_17297_5s.png,6_02_R_190807160000.cfr.mp4,66450,2019-08-07 16:55:25.950,2471,5s,2471__17297,,,,,,
1106,UD,,17376,5second/track_17376_5s.png,6_02_R_190807160000.cfr.mp4,66701,2019-08-07 16:55:40.600,2471,5s,2471__17376,,,,,,
1107,U,,12559,5second/track_12559_5s.png,31_02_R_190808160000.cfr.mp4,27704,2019-08-08 16:23:11.000,2471,5s,2471__12559,,,,,,
1108,x,x,8968,5second/track_08968_5s.png,29_02_R_190808140000.cfr.mp4,39752,2019-08-08 14:33:14.350,2488,5s,2488__8968,,,stay_at_exit,,,
1109,x,x,8868,5second/track_08868_5s.png,26_02_R_190808110000.cfr.mp4,34942,2019-08-08 11:29:09.800,2509,5s,2509__8868,,,stay_at_exit,,,
1110,U,,5503,5second/track_05503_5s.png,2_02_R_190807120000.cfr.mp4,23792,2019-08-07 12:19:50.200,2515,5s,2515__5503,,,,,,
1111,D,,212,5second/track_00212_5s.png,3_02_R_190807130000.cfr.mp4,874,2019-08-07 13:00:44.850,2515,5s,2515__212,,,,,,
1112,U,,9585,5second/track_09585_5s.png,3_02_R_190807130000.cfr.mp4,61481,2019-08-07 13:51:15.550,2515,5s,2515__9585,,,,,,
1113,D,,10242,5second/track_10242_5s.png,4_02_R_190807140000.cfr.mp4,51836,2019-08-07 14:43:13.500,2515,5s,2515__10242,,,,,,
1114,U,,7870,5second/track_07870_5s.png,5_02_R_190807150000.cfr.mp4,32172,2019-08-07 15:26:52.550,2515,5s,2515__7870,,,,,,
1115,D,,10424,5second/track_10424_5s.png,5_02_R_190807150000.cfr.mp4,43714,2019-08-07 15:36:36.350,2515,5s,2515__10424,,,,,,
1116,U,,3486,5second/track_03486_5s.png,2_02_R_190807120000.cfr.mp4,14575,2019-08-07 12:12:10.400,2543,5s,2543__3486,,,,,,
1117,D,,9717,5second/track_09717_5s.png,2_02_R_190807120000.cfr.mp4,45148,2019-08-07 12:37:47.100,2543,5s,2543__9717,,,,,,
1118,x,x,2236,5second/track_02236_5s.png,4_02_R_190807140000.cfr.mp4,12629,2019-08-07 14:10:49.650,2543,5s,2543__2236_2294,,,,,,
1119,D,,975,5second/track_00975_5s.png,5_02_R_190807150000.cfr.mp4,3912,2019-08-07 15:03:17.100,2543,5s,2543__975,,,,,,
1120,D,,13094,5second/track_13094_5s.png,5_02_R_190807150000.cfr.mp4,56774,2019-08-07 15:47:21.750,2543,5s,2543__13094,,,,,,
1121,D,,3814,5second/track_03814_5s.png,26_02_R_190808110000.cfr.mp4,14054,2019-08-08 11:11:44.150,2543,5s,2543__3814,,,,,,
1122,U,,9464,5second/track_09464_5s.png,27_02_R_190808120000.cfr.mp4,34955,2019-08-08 12:29:08.600,2543,5s,2543__9464,,,,,,
1123,D,,10949,5second/track_10949_5s.png,27_02_R_190808120000.cfr.mp4,40183,2019-08-08 12:33:30.200,2543,5s,2543__10949,,,,,,
1124,D,,9644,5second/track_09644_5s.png,28_02_R_190808130000.cfr.mp4,43617,2019-08-08 13:36:21.700,2543,5s,2543__9644,,,,,,
1125,U,,13783,5second/track_13783_5s.png,29_02_R_190808140000.cfr.mp4,60981,2019-08-08 14:50:49.600,2543,5s,2543__13783,,,,,,
1126,D,,15906,5second/track_15906_5s.png,29_02_R_190808140000.cfr.mp4,68474,2019-08-08 14:57:04.950,2543,5s,2543__15906,,,,,,
1127,U,,2734,5second/track_02734_5s.png,30_02_R_190808150000.cfr.mp4,9443,2019-08-08 15:07:53.300,2543,5s,2543__2734,,,,,,
1128,D,,4960,5second/track_04960_5s.png,30_02_R_190808150000.cfr.mp4,17507,2019-08-08 15:14:36.750,2543,5s,2543__4960,,,,,,
1129,D,,15357,5second/track_15357_5s.png,30_02_R_190808150000.cfr.mp4,52638,2019-08-08 15:44:02.000,2587,5s,2587__15357,,,,,,
1130,D,,2579,5second/track_02579_5s.png,31_02_R_190808160000.cfr.mp4,8217,2019-08-08 16:06:53.500,2589,5s,2589__2579,,,,,,
1131,DU,,11127,5second/track_11127_5s.png,2_02_R_190807120000.cfr.mp4,52586,2019-08-07 12:43:54.200,2594,5s,2594__11127,,,,,,
1132,D,,5564,5second/track_05564_5s.png,2_02_R_190807120000.cfr.mp4,24053,2019-08-07 12:20:03.650,2624,5s,2624__5564,,,,,,
1133,UD,,7491,5second/track_07491_5s.png,2_02_R_190807120000.cfr.mp4,32496,2019-08-07 12:27:12.500,2624,5s,2624__7491,,,,,,
1134,D,,11558,5second/track_11558_5s.png,2_02_R_190807120000.cfr.mp4,55698,2019-08-07 12:46:31.200,2624,5s,2624__11558,,,,,,
1135,U,,13197,5second/track_13197_5s.png,5_02_R_190807150000.cfr.mp4,57265,2019-08-07 15:47:44.000,2624,5s,2624__13197,,,,,,
1136,D,,5915,5second/track_05915_5s.png,6_02_R_190807160000.cfr.mp4,25485,2019-08-07 16:21:17.800,2624,5s,2624__5915,,,,,,
1137,D,,13899,5second/track_13899_5s.png,27_02_R_190808120000.cfr.mp4,51849,2019-08-08 12:43:14.200,2624,5s,2624__13899,,,,,,
1138,U,,7473,5second/track_07473_5s.png,29_02_R_190808140000.cfr.mp4,34047,2019-08-08 14:28:23.450,2624,5s,2624__7473,,,,,,
1139,D,,9166,5second/track_09166_5s.png,29_02_R_190808140000.cfr.mp4,40608,2019-08-08 14:33:56.150,2624,5s,2624__9166,,,,,,
1140,D,,14648,5second/track_14648_5s.png,31_02_R_190808160000.cfr.mp4,31658,2019-08-08 16:26:24.550,2648,5s,2648__14648,,,,,,
1141,D,,6319,5second/track_06319_5s.png,31_02_R_190808160000.cfr.mp4,17212,2019-08-08 16:14:25.300,2660,5s,2660__6319,,,,,,
1142,U,,5139,5second/track_05139_5s.png,4_02_R_190807140000.cfr.mp4,28848,2019-08-07 14:24:05.500,2662,5s,2662__5139_5144,x,,,,,
1143,D,,6726,5second/track_06726_5s.png,4_02_R_190807140000.cfr.mp4,36263,2019-08-07 14:30:14.200,2662,5s,2662__6726,,,,,,
1144,U,,12540,5second/track_12540_5s.png,5_02_R_190807150000.cfr.mp4,53948,2019-08-07 15:45:01.000,2662,5s,2662__12540,,,,,,
1145,D,,2437,5second/track_02437_5s.png,26_02_R_190808110000.cfr.mp4,8882,2019-08-08 11:07:25.000,2662,5s,2662__2437,,,,,,
1146,U,,10931,5second/track_10931_5s.png,26_02_R_190808110000.cfr.mp4,44208,2019-08-08 11:36:52.900,2662,5s,2662__10931,,,,,,
1147,U,,13332,5second/track_13332_5s.png,27_02_R_190808120000.cfr.mp4,49735,2019-08-08 12:41:31.350,2662,5s,2662__13332,,,,,,
1148,D,,14654,5second/track_14654_5s.png,27_02_R_190808120000.cfr.mp4,54627,2019-08-08 12:45:32.750,2662,5s,2662__14654,,,,,,
1149,U,,10381,5second/track_10381_5s.png,28_02_R_190808130000.cfr.mp4,46240,2019-08-08 13:38:40.800,2662,5s,2662__10381_10394_10413,x,,,,,
1150,D,,11455,5second/track_11455_5s.png,28_02_R_190808130000.cfr.mp4,49807,2019-08-08 13:41:31.600,2662,5s,2662__11455,,,,,,
1151,U,,857,5second/track_00857_5s.png,30_02_R_190808150000.cfr.mp4,3381,2019-08-08 15:02:58.200,2662,5s,2662__857_866_880_882_896,,,disjointed,True,,True
1152,U,,900,5second/track_00900_5s.png,30_02_R_190808150000.cfr.mp4,3484,2019-08-08 15:02:59.050,2662,5s,2662__900_922,,,disjointed,True,,True
1153,U,,933,5second/track_00933_5s.png,30_02_R_190808150000.cfr.mp4,3568,2019-08-08 15:03:09.900,2662,5s,2662__933_955,,,,,,
1154,D,,4553,5second/track_04553_5s.png,1_02_R_190807110000.cfr.mp4,22231,2019-08-07 11:18:32.400,2663,5s,2663__4553,,,,,,
1155,U,,3825,5second/track_03825_5s.png,26_02_R_190808110000.cfr.mp4,14085,2019-08-08 11:11:44.900,2663,5s,2663__3825,,,,,,
1156,D,,6583,5second/track_06583_5s.png,26_02_R_190808110000.cfr.mp4,24314,2019-08-08 11:20:18.800,2663,5s,2663__6583,,,,,,
1157,D,,7459,5second/track_07459_5s.png,27_02_R_190808120000.cfr.mp4,28358,2019-08-08 12:23:39.850,2663,5s,2663__7459,,,,,,
1158,D,,6870,5second/track_06870_5s.png,28_02_R_190808130000.cfr.mp4,32686,2019-08-08 13:27:15.200,2663,5s,2663__6870,,,,,,
1159,U,,10585,5second/track_10585_5s.png,29_02_R_190808140000.cfr.mp4,46555,2019-08-08 14:38:48.600,2663,5s,2663__10585,,,,,,
1160,D,,12887,5second/track_12887_5s.png,29_02_R_190808140000.cfr.mp4,57608,2019-08-08 14:48:02.350,2663,5s,2663__12887,,,,,,
1161,D,,830,5second/track_00830_5s.png,1_02_R_190807110000.cfr.mp4,3646,2019-08-07 11:03:06.000,2673,5s,2673__830,,,,,,
1162,U,,12112,5second/track_12112_5s.png,1_02_R_190807110000.cfr.mp4,62262,2019-08-07 11:51:53.700,2673,5s,2673__12112,,,,,,
1163,D,,13120,5second/track_13120_5s.png,1_02_R_190807110000.cfr.mp4,67602,2019-08-07 11:56:21.050,2673,5s,2673__13120,,,,,,
1164,D,,7874,5second/track_07874_5s.png,4_02_R_190807140000.cfr.mp4,40940,2019-08-07 14:34:09.000,2673,5s,2673__7874,,,,,,
1165,D,,1438,5second/track_01438_5s.png,26_02_R_190808110000.cfr.mp4,5405,2019-08-08 11:04:31.400,2673,5s,2673__1438,,,,,,
1166,U,,7066,5second/track_07066_5s.png,26_02_R_190808110000.cfr.mp4,26231,2019-08-08 11:21:52.950,2673,5s,2673__7066,,,,,,
1167,U,,1097,5second/track_01097_5s.png,27_02_R_190808120000.cfr.mp4,5072,2019-08-08 12:04:16.250,2673,5s,2673__1097,,,,,,
1168,D,,2385,5second/track_02385_5s.png,27_02_R_190808120000.cfr.mp4,9945,2019-08-08 12:08:18.700,2673,5s,2673__2385,,,,,,
1169,D,,4347,5second/track_04347_5s.png,28_02_R_190808130000.cfr.mp4,19936,2019-08-08 13:16:38.400,2673,5s,2673__4347,,,,,,
1170,U,,5292,5second/track_05292_5s.png,29_02_R_190808140000.cfr.mp4,24454,2019-08-08 14:20:24.200,2673,5s,2673__5292,,,,,,
1171,D,,6780,5second/track_06780_5s.png,29_02_R_190808140000.cfr.mp4,31267,2019-08-08 14:26:04.350,2673,5s,2673__6780,,,,,,
1172,U,,770,5second/track_00770_5s.png,31_02_R_190808160000.cfr.mp4,2486,2019-08-08 16:02:06.050,2673,5s,2673__770,,,,,,
1173,D,,6263,5second/track_06263_5s.png,31_02_R_190808160000.cfr.mp4,17108,2019-08-08 16:14:16.700,2673,5s,2673__6263,,,,,,
1174,D,,7633,5second/track_07633_5s.png,1_02_R_190807110000.cfr.mp4,38813,2019-08-07 11:32:21.750,2674,5s,2674__7633,,,,,,
1175,D,,11021,5second/track_11021_5s.png,3_02_R_190807130000.cfr.mp4,71668,2019-08-07 13:59:45.800,2674,5s,2674__11021,,,,,,
1176,D,,4274,5second/track_04274_5s.png,26_02_R_190808110000.cfr.mp4,15586,2019-08-08 11:13:03.200,2674,5s,2674__4274,,,,,,
1177,D,,12277,5second/track_12277_5s.png,27_02_R_190808120000.cfr.mp4,45252,2019-08-08 12:37:49.400,2674,5s,2674__12277,,,,,,
1178,D,,9588,5second/track_09588_5s.png,29_02_R_190808140000.cfr.mp4,41975,2019-08-08 14:35:00.550,2674,5s,2674__9588,,,,,,
1179,U,,6794,5second/track_06794_5s.png,30_02_R_190808150000.cfr.mp4,23446,2019-08-08 15:19:33.850,2674,5s,2674__6794,,,,,,
1180,D,,19024,5second/track_19024_5s.png,6_02_R_190807160000.cfr.mp4,71804,2019-08-07 16:59:52.000,2687,5s,2687__19024,,,,,,
1181,D,,6694,5second/track_06694_5s.png,31_02_R_190808160000.cfr.mp4,18032,2019-08-08 16:15:03.850,2687,5s,2687__6694,,,,,,
1182,U,,7757,5second/track_07757_5s.png,31_02_R_190808160000.cfr.mp4,20051,2019-08-08 16:16:43.800,2687,5s,2687__7757,,,,,,
1183,DU,,7410,5second/track_07410_5s.png,30_02_R_190808150000.cfr.mp4,26087,2019-08-08 15:21:49.850,2692,5s,2692__7410,,,,,,
1184,D,,4303,5second/track_04303_5s.png,1_02_R_190807110000.cfr.mp4,20689,2019-08-07 11:17:16.600,2696,5s,2696__4303,,,,,,
1185,DU,,6513,5second/track_06513_5s.png,2_02_R_190807120000.cfr.mp4,27928,2019-08-07 12:23:22.550,2696,5s,2696__6513,,,,,,
1186,DU,,10263,5second/track_10263_5s.png,2_02_R_190807120000.cfr.mp4,47842,2019-08-07 12:40:05.000,2696,5s,2696__10263,,,,,,
1187,DU,x,10325,5second/track_10325_5s.png,2_02_R_190807120000.cfr.mp4,48205,2019-08-07 12:40:12.000,2696,5s,2696__10325,,,stay_at_entrance,,,
1188,DU,,2524,5second/track_02524_5s.png,3_02_R_190807130000.cfr.mp4,14089,2019-08-07 13:11:48.700,2696,5s,2696__2524,,,,,,
1189,D,,6417,5second/track_06417_5s.png,27_02_R_190808120000.cfr.mp4,25260,2019-08-08 12:21:05.250,2696,5s,2696__6417,,,,,,
1190,D,,9031,5second/track_09031_5s.png,28_02_R_190808130000.cfr.mp4,41557,2019-08-08 13:34:39.600,2696,5s,2696__9031,,,,,,
1191,U,,9215,5second/track_09215_5s.png,28_02_R_190808130000.cfr.mp4,42205,2019-08-08 13:35:58.750,2696,5s,2696__9215_9250_9307,x,,,,,
1192,DU,,9671,5second/track_09671_5s.png,28_02_R_190808130000.cfr.mp4,43725,2019-08-08 13:36:36.200,2696,5s,2696__9671_9708,x,,,,,
1193,D,,11511,5second/track_11511_5s.png,28_02_R_190808130000.cfr.mp4,50085,2019-08-08 13:41:46.800,2696,5s,2696__11511,,,,,,
1194,U,,11604,5second/track_11604_5s.png,28_02_R_190808130000.cfr.mp4,50393,2019-08-08 13:44:33.800,2696,5s,2696__11604,,,,,,
1195,DU,,12521,5second/track_12521_5s.png,28_02_R_190808130000.cfr.mp4,54171,2019-08-08 13:45:21.300,2696,5s,2696__12521_12577,x,,,,,
1196,D,,12993,5second/track_12993_5s.png,28_02_R_190808130000.cfr.mp4,55901,2019-08-08 13:46:38.800,2696,5s,2696__12993,,,,,,
1197,U,,13039,5second/track_13039_5s.png,28_02_R_190808130000.cfr.mp4,56079,2019-08-08 13:46:53.300,2696,5s,2696__13039,,,,,,
1198,D,,14153,5second/track_14153_5s.png,28_02_R_190808130000.cfr.mp4,60573,2019-08-08 13:50:32.100,2696,5s,2696__14153,,,,,,
1199,DU,,10405,5second/track_10405_5s.png,29_02_R_190808140000.cfr.mp4,45709,2019-08-08 14:38:10.550,2696,5s,2696__10405,,,,,,
1200,DU,,10490,5second/track_10490_5s.png,29_02_R_190808140000.cfr.mp4,46077,2019-08-08 14:38:33.850,2696,5s,2696__10490_10504,x,,,,,
1201,x,x,11042,5second/track_11042_5s.png,29_02_R_190808140000.cfr.mp4,48714,2019-08-08 14:40:39.000,2696,5s,2696__11042,,,stay_at_exit,,,
1202,U,,11085,5second/track_11085_5s.png,29_02_R_190808140000.cfr.mp4,48895,2019-08-08 14:42:24.850,2696,5s,2696__11085,,,,,,
1203,DU,,11911,5second/track_11911_5s.png,29_02_R_190808140000.cfr.mp4,53498,2019-08-08 14:44:44.550,2696,5s,2696__11911_11950,x,,,,,
1204,D,,12340,5second/track_12340_5s.png,29_02_R_190808140000.cfr.mp4,55578,2019-08-08 14:46:22.100,2696,5s,2696__12340,,,,,,
1205,x,x,12362,5second/track_12362_5s.png,29_02_R_190808140000.cfr.mp4,55746,2019-08-08 14:46:31.650,2696,5s,2696__12362,,,stay_at_exit,,,
1206,x,x,12464,5second/track_12464_5s.png,29_02_R_190808140000.cfr.mp4,56100,2019-08-08 14:46:49.350,2696,5s,2696__12464_12469,,,stay_at_exit,,,
1207,U,,12514,5second/track_12514_5s.png,29_02_R_190808140000.cfr.mp4,56298,2019-08-08 14:47:00.150,2696,5s,2696__12514,,,,,,
1208,D,,13761,5second/track_13761_5s.png,29_02_R_190808140000.cfr.mp4,60923,2019-08-08 14:50:47.700,2696,5s,2696__13761,,,,,,
1209,D,,12950,5second/track_12950_5s.png,31_02_R_190808160000.cfr.mp4,28365,2019-08-08 16:23:39.150,2696,5s,2696__12950,,,,,,
1210,D,,6024,5second/track_06024_5s.png,26_02_R_190808110000.cfr.mp4,22372,2019-08-08 11:18:52.200,2700,5s,2700__6024,,,,,,
1211,DU,,13890,5second/track_13890_5s.png,6_02_R_190807160000.cfr.mp4,56180,2019-08-07 16:46:57.200,2701,5s,2701__13890,,,,,,
1212,DU,,14487,5second/track_14487_5s.png,6_02_R_190807160000.cfr.mp4,58049,2019-08-07 16:48:32.400,2701,5s,2701__14487_14524,x,,,,,
1213,DU,,14606,5second/track_14606_5s.png,6_02_R_190807160000.cfr.mp4,58489,2019-08-07 16:49:07.200,2701,5s,2701__14606_14633_14655_14682_14703_14706,,,,,,
1214,DU,,14785,5second/track_14785_5s.png,6_02_R_190807160000.cfr.mp4,59071,2019-08-07 16:49:56.850,2701,5s,2701__14785_14879,,,,,,
1215,x,x,15798,5second/track_15798_5s.png,6_02_R_190807160000.cfr.mp4,62142,2019-08-07 16:51:50.150,2701,5s,2701__15798_15814,x,,stay_at_entrance,,,
1216,DU,,15891,5second/track_15891_5s.png,6_02_R_190807160000.cfr.mp4,62417,2019-08-07 16:52:22.550,2701,5s,2701__15891_16005,,,,,,
1217,U,,16057,5second/track_16057_5s.png,6_02_R_190807160000.cfr.mp4,62817,2019-08-07 16:52:54.750,2701,5s,2701__16057,,,,,,
1218,D,,16415,5second/track_16415_5s.png,6_02_R_190807160000.cfr.mp4,63869,2019-08-07 16:53:32.450,2701,5s,2701__16415_16436,,,end_on_ramp,,,
1219,U,,16555,5second/track_16555_5s.png,6_02_R_190807160000.cfr.mp4,64229,2019-08-07 16:53:54.400,2701,5s,2701__16555,,,,,,
1220,D,,16740,5second/track_16740_5s.png,6_02_R_190807160000.cfr.mp4,64794,2019-08-07 16:54:05.800,2701,5s,2701__16740,,,,,,
1221,U,,16765,5second/track_16765_5s.png,6_02_R_190807160000.cfr.mp4,64907,2019-08-07 16:55:11.600,2701,5s,2701__16765,,,,,,
1222,D,,17647,5second/track_17647_5s.png,6_02_R_190807160000.cfr.mp4,67501,2019-08-07 16:58:17.950,2701,5s,2701__17647_18074,,,,,,
1223,U,,18519,5second/track_18519_5s.png,6_02_R_190807160000.cfr.mp4,70211,2019-08-07 16:58:32.700,2701,5s,2701__18519,,,,,,
1224,x,x,18603,5second/track_18603_5s.png,6_02_R_190807160000.cfr.mp4,70447,2019-08-07 16:58:43.000,2701,5s,2701__18603,,,stay_at_entrance,,,
1225,DU,,18856,5second/track_18856_5s.png,6_02_R_190807160000.cfr.mp4,71305,2019-08-07 16:59:37.850,2701,5s,2701__18856_18874,,,,,,
1226,DU,True,19027,5second/track_19027_5s.png,6_02_R_190807160000.cfr.mp4,71810,2019-08-07 16:59:59.950,2701,5s,2701__19027_19080,x,,disjointed,,,
1227,,True,13847,5second/track_13847_5s.png,26_02_R_190808110000.cfr.mp4,57868,2019-08-08 14:51:09.200,2701,5s,2701__13847,,,,True,,True
1228,D,,7730,5second/track_07730_5s.png,27_02_R_190808120000.cfr.mp4,29261,2019-08-08 12:24:31.400,2701,5s,2701__7730,,,,,,
1229,x,x,8029,5second/track_08029_5s.png,27_02_R_190808120000.cfr.mp4,30111,2019-08-08 12:25:07.550,2701,5s,2701__8029,,,stay_at_exit,,,
1230,U,,8074,5second/track_08074_5s.png,27_02_R_190808120000.cfr.mp4,30292,2019-08-08 12:25:19.950,2701,5s,2701__8074,,,,,,
1231,x,x,8119,5second/track_08119_5s.png,27_02_R_190808120000.cfr.mp4,30504,2019-08-08 12:25:26.550,2701,5s,2701__8119,,,stay_at_entrance,,,
1232,DU,,8159,5second/track_08159_5s.png,27_02_R_190808120000.cfr.mp4,30664,2019-08-08 12:26:42.550,2701,5s,2701__8159_8183_8201_8446,,,,,,
1233,D,,9048,5second/track_09048_5s.png,27_02_R_190808120000.cfr.mp4,33658,2019-08-08 12:28:25.500,2701,5s,2701__9048,,,,,,
1234,UD,,9526,5second/track_09526_5s.png,27_02_R_190808120000.cfr.mp4,35185,2019-08-08 12:29:22.300,2701,5s,2701__9526,,,,,,
1235,x,x,9652,5second/track_09652_5s.png,27_02_R_190808120000.cfr.mp4,35574,2019-08-08 12:29:45.050,2701,5s,2701__9652,,,stay_at_exit,,,
1236,U,,9739,5second/track_09739_5s.png,27_02_R_190808120000.cfr.mp4,35888,2019-08-08 12:30:36.150,2701,5s,2701__9739_9744,,,,,,
1237,DU,,15960,5second/track_15960_5s.png,27_02_R_190808120000.cfr.mp4,60015,2019-08-08 12:50:18.200,2701,5s,2701__15960,,,,,,
1238,D,,16030,5second/track_16030_5s.png,27_02_R_190808120000.cfr.mp4,60633,2019-08-08 12:50:45.750,2701,5s,2701__16030,,,,,,
1239,D,,1710,5second/track_01710_5s.png,28_02_R_190808130000.cfr.mp4,7847,2019-08-08 13:06:37.350,2701,5s,2701__1710,,,,,,
1240,x,x,1894,5second/track_01894_5s.png,28_02_R_190808130000.cfr.mp4,8471,2019-08-08 13:07:04.300,2701,5s,2701__1894,,,stay_at_exit,,,
1241,DU,,11823,5second/track_11823_5s.png,29_02_R_190808140000.cfr.mp4,53114,2019-08-08 14:44:55.100,2701,5s,2701__11823_11867_11927_11943_11970_11997,,True,complex u-turn,,,
1242,DU,,12068,5second/track_12068_5s.png,29_02_R_190808140000.cfr.mp4,54176,2019-08-08 14:45:20.000,2701,5s,2701__12068_12100_12101,,,,,,
1243,,True,12102,5second/track_12102_5s.png,29_02_R_190808140000.cfr.mp4,54351,2019-08-08 14:45:17.550,2701,5s,2701__12102,,,,,,
1244,D,,12116,5second/track_12116_5s.png,29_02_R_190808140000.cfr.mp4,54452,2019-08-08 14:45:36.800,2701,5s,2701__12116_12132,x,,u-turn in trajectory,,,
1245,UD,x,12185,5second/track_12185_5s.png,29_02_R_190808140000.cfr.mp4,54846,2019-08-08 14:45:45.000,2701,5s,2701__12185,,,stay_at_exit,,,
1246,x,x,12212,5second/track_12212_5s.png,29_02_R_190808140000.cfr.mp4,55010,2019-08-08 14:45:51.050,2701,5s,2701__12212,,,stay_at_exit,,,
1247,UD,,12250,5second/track_12250_5s.png,29_02_R_190808140000.cfr.mp4,55188,2019-08-08 14:46:18.200,2701,5s,2701__12250_12265_12283_12307_12324,,,,,,
1248,UD,x,12407,5second/track_12407_5s.png,29_02_R_190808140000.cfr.mp4,55934,2019-08-08 14:46:52.500,2701,5s,2701__12407,,,stay_at_exit,,,
1249,D,,12709,5second/track_12709_5s.png,29_02_R_190808140000.cfr.mp4,56991,2019-08-08 14:47:33.250,2701,5s,2701__12709,,,,,,
